,title,location,id,timestamp,user_name,user_url,description,user_type,exp_level,edu_level,emp_level,salary
963,مطلوب افراد أمن بوبات رئيسيه,الغردقة، البحر الأحمر,180991180,"تم إضافة الإعلان في 10:43 ص, 15 أغسطس 2021, ",رائد  احمد شكري,https://www.olx.com.eg/ads/user/7zHNi/,فرد أمن بواباب رئيسيه تامين اجتماعي سكن بدون وجبات ١٢ ساعه ,,دبلوم,١-٣ سنوات,دوام كامل,"2,650"
964,مطلوب على وجه السرعه امن نسائي,مصر الجديدة، القاهرة,180991111,"تم إضافة الإعلان في 10:39 ص, 15 أغسطس 2021, ",سعد,https://www.olx.com.eg/ads/user/7PspY/,مطلوب على وجه السرعه امن نسائى في نطاق مصر الجديده ,رب عمل,طالب,حديث التخرج,دوام كامل,"2,100"
965,محمد ناجح,الحضرة، الإسكندرية,180990753,"تم إضافة الإعلان في 10:18 ص, 15 أغسطس 2021, ",محمد ناجح,https://www.olx.com.eg/ads/user/81nwv/,فتره مساءا الحد الادنا ل7صباحا ,باحث عن عمل,بدون شهادة,حديث التخرج,عمل حُر,"2,000"
966,محتاج شغل امن,حلوان، القاهرة,180990732,"تم إضافة الإعلان في 10:17 ص, 15 أغسطس 2021, ",رجب,https://www.olx.com.eg/ads/user/7gv1i/,بدور علي شغل امن 8ساعات فتره مسائيه في نطاق المعادي او زهراء المعادي ,باحث عن عمل,دبلوم,١-٣ سنوات,دوام جزئي,
967,بدور علي شغل,العطارين، الإسكندرية,180989636,"تم إضافة الإعلان في 08:59 ص, 15 أغسطس 2021, ",ياسر,https://www.olx.com.eg/ads/user/7DQOe/,ابحث عن عمل فتره مسائيه من الساعه 4عصرا 012 - أظهر الرقم - ,باحث عن عمل,دبلوم,٣-٥ سنوات,دوام جزئي,
968,مطلوب افراد امن لمدارس دولية بالتجمع الاول للتواصل,القاهرة الجديدة - التجمع، القاهرة,180989284,"تم إضافة الإعلان في 08:21 ص, 15 أغسطس 2021, ",شركة بالتجمع الاول,https://www.olx.com.eg/ads/user/7fhf2/,مطلوب افراد امن لمدارس دولية بالتجمع الاول المميزات تأمينات اجتماعية حوافز ومكافآت للتواصل :- ارسل واتس ( 010 - أظهر الرقم - ) ,رب عمل,بدون شهادة,حديث التخرج,دوام كامل,"111,111"
969,مطلوب للعمل بكمبوند أفراد امن,الشيخ زايد، الجيزة,180988798,"تم إضافة الإعلان في 07:19 ص, 15 أغسطس 2021, ",محمود,https://www.olx.com.eg/ads/user/7kh3g/,التعين فى نفس اليوم بعد المقابله فورا الاوراق المطلوبه صوره البطاقه شهاده الجيش صوره المؤهل العمل ١٢ ساعه يوجد سكن للمغتربين الراتب٣٠٠٠ج ,رب عمل,دبلوم,١-٣ سنوات,دوام جزئي,"3,000"
970,Wagner,جسر السويس، القاهرة,180986665,"تم إضافة الإعلان في 03:07 ص, 15 أغسطس 2021, ",Hamdy,https://www.olx.com.eg/ads/user/7nKQo/,لديه شهادات خبره وتقدير من الجزائر في مجال الأمن العام ومعى دبلوم صناعي قسم كمبيوتر ,,دبلوم,أكثر من ١٠ سنوات,دوام كامل,
971,22 سنه 177 سم من طنطا متفرغ تماما، أتحدث الانجليزيه بنسبة 70% جيد,"القاهرة الجديدة - التجمع, القاهرة",180986618,"تم إضافة الإعلان في 03:06 ص, 15 أغسطس 2021, ",باحث عن عمل,https://www.olx.com.eg/ads/user/88ijy/,انا كبير بيت والدي متوفي عندي 4 أخوه صغار وأمي جسمي متناسق واذهب الى الچيم وامارس بعض الرياضات القتاليه، أبحث عن عمل براتب جيد كي استطيع توفير حياه جيده لإخوتي، وكي يكملوا تعليمهم ولا يتركونه مثلي من أجل العمل، أنا أصلي لا اترك فرض، حسن المظهر، ارجوا الاهتمام وشكرا ,باحث عن عمل,إبتدائية / ثانوية,١-٣ سنوات,دوام كامل,
972,مطلوب أفراد أمن,سيدي بشر، الإسكندرية,180986509,"تم إضافة الإعلان في 02:57 ص, 15 أغسطس 2021, ",عبدالناصر,https://www.olx.com.eg/ads/user/7t9NO/,مطلوب افراد امن للعمل باحدى شركات الأمن قطاع البنوك وردية نهارية ١٢ساعة ب٢٠٠٠ج وردية ليلية١٢ ساعة ب١٨٠٠ التعيين باصول المستندات ,رب عمل,دبلوم,١-٣ سنوات,دوام كامل,"2,000"
973,امن وحراسه,"الحوامدية, الجيزة",180985778,"تم إضافة الإعلان في 02:20 ص, 15 أغسطس 2021, ",شركه ايجل كول,https://www.olx.com.eg/ads/user/88vU6/,مطلوب أفراد أمن وحراسه لا يقل عن المتوسط- السن لا يزيد عن ٣٠ سنة ,,دبلوم,حديث التخرج,دوام كامل,"2,300"
974,مطلوب افراد امن للعمل,"حي السويس, السويس",180983211,"تم إضافة الإعلان في 12:22 ص, 15 أغسطس 2021, ",Mahmoud hussein,https://www.olx.com.eg/ads/user/6LLN3/,مطلوب افراد امن للعمل في محافظة السويس بشركه صناعيه يشترط للمتقدم ان يكون من خارج محافظة السويس العمل 12 ساعه 25 يوم عمل  و خمسة ايام اجازه بمرتب ٣٥٠٠ج شهري يوجد سكن + وجبه + يوني فورم و موصلات من السكن للعمل و العوده يشترط السن لا يزيد عن 35 سنه و يكون علي الاقل مؤهل متوسط و يفضل من عنده خبره في شغل الامن  علي من يجد في نفسه مطابقآ لهذه الشروط يتصل برقم 012 - أظهر الرقم - ,رب عمل,ماجستير,١-٣ سنوات,دوام كامل,"3,500"
975,مشرف عااام خبرة ابحث عن شركة امن كبري للعمل بها وقادر ع جلب افراد,المنصورة، الدقهلية,180982643,"تم إضافة الإعلان في 12:00 ص, 15 أغسطس 2021, ",مشرف عام يبحث عن عمل,https://www.olx.com.eg/ads/user/7oUdQ/,خبرة وقيادي وشخصية محترمة وقادر ع جلب مواقع وافراد  وقادر ع قيادة فريق امني كبير ,باحث عن عمل,دبلوم,أكثر من ١٠ سنوات,دوام كامل,"1,000"
976,شركة امن كبري تبحث عن مواقع ف انحاء الجمهورية,القاهرة الجديدة - التجمع، القاهرة,180982161,"تم إضافة الإعلان في 11:41 م, 14 أغسطس 2021, ",مدير التسويق,https://www.olx.com.eg/ads/user/7oUdQ/,نحن شركة امن محترمة نبحث عن مواقع وعندنا نخبة من الرتب العسكرية المحترفة وقادورن ع تامين كافة المواقع والشركات والمؤسسات ,رب عمل,بكالوريوس,٥-١٠ سنوات,دوام كامل,"5,555"
977,وظائف أمن,مدينة نصر، القاهرة,180980676,"تم إضافة الإعلان في 10:47 م, 14 أغسطس 2021, ",يوسف شعبان,https://www.olx.com.eg/ads/user/86JVD/,مطلوب أفراد أمن إداري للعمل في جامعة خاصة بدائرة المعادي ,رب عمل,دبلوم,١-٣ سنوات,دوام كامل,"2,800"
978,افراد امن,مدينة نصر، القاهرة,180980278,"تم إضافة الإعلان في 10:38 م, 14 أغسطس 2021, ",انفيل لخدمات الأمن والحراسه,https://www.olx.com.eg/ads/user/7NmRb/,بدون رسوم#تحت اي مسمي مطلوب افراد امن في العاشر من رمضان ١٢ ساعة راتب 2500 + سكن ومواصلات ووجبات ,رب عمل,إبتدائية / ثانوية,حديث التخرج,دوام كامل,"2,500"
979,مطلوب افراد امن,شبين القناطر، القليوبية,180980119,"تم إضافة الإعلان في 10:28 م, 14 أغسطس 2021, ",ايمان جمال,https://www.olx.com.eg/ads/user/86UOi/,مطلوب افراد امن للعمل في المواقع الآتية : مول تجاري بالتجمع الخامس  ١٢ ساعة  ومواصلات من دائري المرج والسلام مرتب ٣٠٠٠ جنيه من سن ٢١سنة الي ٤٥ سنة كل ضمانات القطاع العام بالظبط(إجازات اسبوعيه - ااجازات مرضي َسنوي، زياده سنويه-تأمينات بكل انواعها) الاوراق المطلوبه صوره بطاقه صوره المؤهل صوره الجيش شهادة ميلاد فيش جنائي ساري لا يشترط أن يكون موجه لشركاتنا ,رب عمل,دبلوم,حديث التخرج,دوام جزئي,"3,000"
980,Looking for Work,مدينة نصر، القاهرة,180978813,"تم إضافة الإعلان في 09:45 م, 14 أغسطس 2021, ",Haidar Shareef,https://www.olx.com.eg/ads/user/84QZX/,ابحث عن عمل حراسه ورديه مسائية ,,إبتدائية / ثانوية,حديث التخرج,دوام جزئي,
981,محتاجين أفراد أمن(شباب فقط) نقبل الطلبه,"الجمالية, القاهرة",180975040,"تم إضافة الإعلان في 07:30 م, 14 أغسطس 2021, ",احمد,https://www.olx.com.eg/ads/user/75zAd/,افراد امن ( شباب فقط ) خريجين – طبيعه العمل : مول تجاري – المكان : الشيخ زايد – الراتب :- 2400  جنيه بالاضافة الي مواصلات مجانيه من ( الجيزه  ) + تامينات صحية واجتماعية – المواعيد : 8 ساعات شيفت ثابت – الاجازات : يوم في الاسبوع – الشروط : 21 – 39 سنه […] ,رب عمل,طالب,حديث التخرج,دوام كامل,"2,400"
982,مطلوب فورا رجال أمن شباب,الهرم، الجيزة,180974011,"تم إضافة الإعلان في 06:54 م, 14 أغسطس 2021, ",Bsmala,https://www.olx.com.eg/ads/user/7CIRJ/,مطلوب فورا شباب ,رب عمل,بدون شهادة,حديث التخرج,متدرّب,"7,000"
983,ماي واي بتشغلك من البيت,الخصوص، القليوبية,180973970,"تم إضافة الإعلان في 06:52 م, 14 أغسطس 2021, ",ماي واي,https://www.olx.com.eg/ads/user/7X4d6/,اشتغل فورا من البيت وزود دخلك الشغل معانا ٤ساعات ومرتبك وهدايا ,رب عمل,دبلوم,حديث التخرج,دوام جزئي,3
984,باحث عن عمل,مطاي، المنيا,180972243,"تم إضافة الإعلان في 06:02 م, 14 أغسطس 2021, ",ادهم,https://www.olx.com.eg/ads/user/88uhL/,ادهم ٣١سنه المنيا  ابحث عن عماره او فيلا للحراسه ,باحث عن عمل,إبتدائية / ثانوية,٣-٥ سنوات,دوام كامل,"2,500"
985,غفير في أى مكان ٤٣ سنة ليل أو نهار ويفضل سكن,برج العرب، الإسكندرية,180971121,"تم إضافة الإعلان في 05:49 م, 14 أغسطس 2021, ",مروان,https://www.olx.com.eg/ads/user/88qZE/,١٧٨ طول بفضل الله ملتزم ,باحث عن عمل,إبتدائية / ثانوية,أكثر من ١٠ سنوات,دوام كامل,
986,ربيع محمد,"القاهرة الجديدة - التجمع, القاهرة",180971536,"تم إضافة الإعلان في 05:43 م, 14 أغسطس 2021, ",ربيع محمد,https://www.olx.com.eg/ads/user/888vm/,اريد عمل في اسرع وقت ,باحث عن عمل,إبتدائية / ثانوية,١-٣ سنوات,دوام كامل,"3,200"
987,فني تركيب كاميرات مراقبه,"القاهرة الجديدة - التجمع, القاهرة",180971123,"تم إضافة الإعلان في 05:32 م, 14 أغسطس 2021, ",محمد,https://www.olx.com.eg/ads/user/7fbcv/,فني تركيب كاميرات مراقبه وانظمه انتركم وانظمه صوت جاهز للعمل او التوظيف يشترط الامانة وحسن الخلق ,رب عمل,بدون شهادة,حديث التخرج,دوام جزئي,
988,والدي متوفي وف رقبتي اسره كامله ومش لاقي شغل من اسبوع والوضع ف تدهور,طنطا، الغربية,180969843,"تم إضافة الإعلان في 05:20 م, 14 أغسطس 2021, ",باحث عن عمل,https://www.olx.com.eg/ads/user/88ijy/,ياريت اللي قدامه اي شغل بمرتب كويس يكلمني انا من طنطا ومتفرغ تماما للعمل تركت الدراسه كي استطيع العنايه بعائلتي، أرجوا لو فيه حد يقدر يساعد ب شغل يكلمني ,باحث عن عمل,إبتدائية / ثانوية,٥-١٠ سنوات,دوام كامل,
989,مطلوب موظفين,ترسا، الجيزة,180970647,"تم إضافة الإعلان في 05:19 م, 14 أغسطس 2021, ",وليد,https://www.olx.com.eg/ads/user/7wjTe/,مطلوب موظفين امن شركه شحن عالميه طريق ابو رواش نحن اداره الشركه نفسها ,رب عمل,دبلوم,١-٣ سنوات,دوام كامل,"3,000"
990,بدور علي شغل في مدينه نصر,مدينة نصر، القاهرة,180969020,"تم إضافة الإعلان في 04:37 م, 14 أغسطس 2021, ",badr mohamed,https://www.olx.com.eg/ads/user/75Sb7/,بدور علي شغل امن شفت صباحي ومسائي ,باحث عن عمل,بدون شهادة,٣-٥ سنوات,دوام كامل,"3,000"
991,مطلوب افراد امن للعمل بالتجمع الخامس,مصر الجديدة، القاهرة,180967902,"تم إضافة الإعلان في 04:11 م, 14 أغسطس 2021, ",ولاء,https://www.olx.com.eg/ads/user/7lAIy/,مطلوب افراد امن مؤهلات متوسطه للعمل بكمبوند سكنى بالتجمع الخامس مرتب 3700 العمل 12 ساعة يوم راحه في الاسبوع يوجد سكن للمغتربين . ,رب عمل,دبلوم,حديث التخرج,دوام كامل,"3,700"
992,مطلوب مشرفيين امن خبره بمرتبات مجزية,مصر الجديدة، القاهرة,180967645,"تم إضافة الإعلان في 04:05 م, 14 أغسطس 2021, ",ولاء,https://www.olx.com.eg/ads/user/7lAIy/,مطلوب مشرفين امن خبره في مجال الامن لا تقل عن 5 سنوات السن من 30 الى 45 سنه مؤهل عالى او خلفيه عسكرية الراتب 6000 جنيه اجازة يوم في الاسبوع العمل 12 ساعة كمبوند سكنى بالتجمع الخامس . شرط توافر رخصة قيادة سارية ,رب عمل,بكالوريوس,٣-٥ سنوات,دوام كامل,"6,000"
993,امن ادارى,المرج، القاهرة,180966509,"تم إضافة الإعلان في 03:37 م, 14 أغسطس 2021, ",ميرو الهوارى,https://www.olx.com.eg/ads/user/88fsX/,فينكس    للامن     والحراسة مطلوب افراد  أمن للعمل في العاصمة الإدارية راتب ٣٣٠٠وسكن مجهز للمغتربين السن من ٢١ إلى ٤٠ لا يقل عن المؤهل متوسط الحضور باصل الاوراق اصل الموهل والميلاد وشهادة الجيش ,رب عمل,دبلوم,حديث التخرج,دوام كامل,
994,مطلوب فوراً أفراد أمن للعمل بمول تجارى بالتجمع الخامس,القاهرة الجديدة - التجمع، القاهرة,180966210,"تم إضافة الإعلان في 03:29 م, 14 أغسطس 2021, ",أ جمال,https://www.olx.com.eg/ads/user/6Mgsm/,مطلوب فوراً للعمل بمول تجارى بالتجمع الخامس أفراد أمن لسنا شركة توظيف التفاصيل:- أ - السن من ٢٥ سنة إلى ٤٥ سنة. ب - رواتب مجزية + إضافي ج - زيادة سنوية ١٠٪؜. د - تأمينات إجتماعية. مواعيد المقابلات:- يوميا من الساعه ٢ ظ الى الساعه ٤ م عدا يومى الاثنين والجمعة للإستعلام : يرجى الاتصال على.. أ/ جمال. مواعيد الاتصال من الساعة ٩ ص إلى ٨ م. ,رب عمل,إبتدائية / ثانوية,١-٣ سنوات,دوام كامل,"3,500"
995,مطلوب امن نسائي للعمل باكتوبر,مدينة نصر، القاهرة,180963213,"تم إضافة الإعلان في 02:20 م, 14 أغسطس 2021, ",العقيد محمد هجرس,https://www.olx.com.eg/ads/user/72Wvh/,مطلوب امن نسائي للعمل في الشيخ زايد بمدينه ٦ اكتوبر الراتب ٢٥٠٠ عدد ساعات العمل ٨ ساعات مواعيد العمل من ١ الي ٩ مساءا يفضل من سكان ٦ اكتوبر الاوراق المطلوبه فيش اصل شهاده الميلاد اصل المؤهل ,رب عمل,دبلوم,١-٣ سنوات,دوام جزئي,"2,500"
996,شركة كبري تعمل في مجال ادارة وتشغيل جراجات انتظار السيارات,وسط القاهرة، القاهرة,180960519,"تم إضافة الإعلان في 01:12 م, 14 أغسطس 2021, ",محمد,https://www.olx.com.eg/ads/user/7hHjq/,شركة مساهمة مصرية كبري تابعة لجهة سيادية في مصر تعمل في مجال ادارة وتشغيل جراجات انتظار السيارات تتطلب للعمل عدد (٢٠) كاشير +(٢٠) ضابط أمن قوات مسلحة أو شرطة على المعاش + (١٠) مهندسين كهرباء باور + (١٠) مهندسين كهرباء باور . # خبرة لا تقل عن سنة في المجال. # أن يكون من سكان الجيزة أو ٦ أكتوبر. # العمل بمدينة الشيخ زايد. # المميزات : تأمين صحي واجتماعي وحوافز ومكافأت وترقيات دورية. # المقابلة بصورة البطاقة - يوميا من الساعة ١١ص حتى ٤م عدا يومي الجمعة والسبت . # للتواصل ٠١٠١٩٣٣٩١٢٨ #إرسال السيرة الذاتية علي الواتس مكتوبة باللغة العربية. # أ /محمد ,رب عمل,دبلوم,١-٣ سنوات,دوام كامل,"3,000"
997,فرد امن فى العاشر من رمضان,مدينة نصر، القاهرة,180959801,"تم إضافة الإعلان في 01:01 م, 14 أغسطس 2021, ",محمد حسن,https://www.olx.com.eg/ads/user/7ZAVB/,بدون رسوم #تحت اى مسمي مطلوب افراد امن فى العاشر من رمضان ١٢ ساعة راتب ٢٨٠٠ + سكن ومواصلات ووجبات ,رب عمل,بدون شهادة,حديث التخرج,دوام كامل,"2,500"
998,مطلوب فرد أمن يفضل قاطنى منطقة الورديان ميناء البصل,الورديان، الإسكندرية,180959627,"تم إضافة الإعلان في 12:46 م, 14 أغسطس 2021, ",محمد,https://www.olx.com.eg/ads/user/7R7BV/,مطلوب فرد أمن وردية ٨ ساعات ,,بدون شهادة,١-٣ سنوات,دوام كامل,
999,مطلوب عامل امن ب مصنع,شبرا الخيمة، القليوبية,180958238,"تم إضافة الإعلان في 11:59 ص, 14 أغسطس 2021, ",say,https://www.olx.com.eg/ads/user/82fsj/,مطلوب عامل امن ب مصنع ,رب عمل,بدون شهادة,حديث التخرج,دوام كامل,"3,000"
1000,مطلوب وظيفه مدير امن,"مدينة الرحاب, القاهرة",180955126,"تم إضافة الإعلان في 09:40 ص, 14 أغسطس 2021, ",لواء شرطه,https://www.olx.com.eg/ads/user/6OjOd/,لواء شرطه معاش حركه ٢٠٢١  ومقيم بمدينه الرحاب بصحه جيده ٥١ سنه ,باحث عن عمل,ماجستير,أكثر من ١٠ سنوات,دوام جزئي,
1001,افراد امن ومراقب كاميرات,شيراتون، القاهرة,180955042,"تم إضافة الإعلان في 09:33 ص, 14 أغسطس 2021, ",محمد,https://www.olx.com.eg/ads/user/77OSH/,مطلوب على وجه السرعه افراد امن داخلى للعمل فى هايبر ماركت كبير .السن من٢٥ الى٤٠  اقل مؤهل دبلوم متوفر شيفت صباحى ومسائي ١٢ساعه المرتب ٣٢٥٠ ٢٦يوم عمل و٤ايام اجازه ومطلوب بنت للعمل مراقبه امن شيفت صباحى ٩ساعات بمرتب ٣٠٠٠ج حسنه المظهر للتواصل فون وواتساب ٠١٠٠٣٧٢٤١٠٤//٠١١١٣٢٣٨٠١٠ عنوان تقديم الوظيفه هايبر ماركت نجمه هايوبوليس بجوار مرور النزهه مساكن شيراتون القاهره واسال عن الاداره ,رب عمل,دبلوم,حديث التخرج,دوام كامل,"3,250"
1002,شغل حراسات وامن,"المهندسين, الجيزة",180954839,"تم إضافة الإعلان في 09:18 ص, 14 أغسطس 2021, ",Ali arboud,https://www.olx.com.eg/ads/user/7Z5OW/,مطلوب افراد امن شباب فقط خرجين طبيعة العمل مول تجاري  ف الشيخ زايد لو عاوز شغل سريع تنزل تستلم من بكرا علطول كلمنا واتس 011 - أظهر الرقم - ,رب عمل,دبلوم,حديث التخرج,عمل حُر,"2,400"
1003,متاح شاب امن ممتاز وملتزم,وسط القاهرة، القاهرة,180954345,"تم إضافة الإعلان في 08:26 ص, 14 أغسطس 2021, ",Յահյա Քամալ,https://www.olx.com.eg/ads/user/87XPu/,شاب من القاهرة هل متاح شغل امن او شيف او اي مجال محترم ,باحث عن عمل,دبلوم,٥-١٠ سنوات,دوام كامل,250
1004,حارس عقار او بواب ..معايه اسرتي ..متعلم..حسن المظهر..,السيوف، الإسكندرية,180954292,"تم إضافة الإعلان في 08:20 ص, 14 أغسطس 2021, ",Mostafa,https://www.olx.com.eg/ads/user/7S1xj/,حارس عقار او بواب معايه اسرتي ..متعلم وحسن المظهر ولبق ..وسريع ف تاديه الطلبات.. 29 سنه ,باحث عن عمل,دبلوم,١-٣ سنوات,دوام كامل,
1005,ارغب في العمل للضروره القصوي,مدينة المنيا، المنيا,180953756,"تم إضافة الإعلان في 07:09 ص, 14 أغسطس 2021, ",عبداللاه عبدالعظيم محمد محمد,https://www.olx.com.eg/ads/user/7xuqr/,ابحث عن عمل للضروره القصوي ,باحث عن عمل,بكالوريوس,٣-٥ سنوات,عمل حُر,"5,000"
1006,ابحث عن شغل,حى الجيزة، الجيزة,180953706,"تم إضافة الإعلان في 07:03 ص, 14 أغسطس 2021, ",ahmed gohar,https://www.olx.com.eg/ads/user/71lvJ/,عاوز شغل فترة صباحية فى الجيزة 8 سعات شهادة ابتدائية و اعفاء من الجيش 28 سنة ,باحث عن عمل,إبتدائية / ثانوية,٥-١٠ سنوات,دوام جزئي,
1007,مطلوب افراد امن اداري بشركه بوادي النطرون,الشيخ زايد، الجيزة,180953510,"تم إضافة الإعلان في 06:34 ص, 14 أغسطس 2021, ",المدير الاداري,https://www.olx.com.eg/ads/user/80khJ/,مطلوب لشركه بقطاع وادي النطرون افراد امن اداري السن من ٢٥ الي ٣٠ الراتب ٣٠٠٠ + ٧٠٠ ج بدل وجبه عدد ساعات العمل ١٢ ساعه اجازه شهريه ٤ ايام و يوم سفر سكن تابع للشركه مفروش جميع الكمليات مواضلات مجانيه من والي القاهره المهام امن بوابه المصنع التعامل مع الزواز الخبره في امور و دفاتر البوابه العمل المباشر مع الشئون الاداريه بالمصنع للتواصل الرجاء ارسال السيره الذاتيه او المعلومات الشخصيه علي الواتس اب للرفم المرفق مصحوب بصوره شخصيه الرجاء الدقيق في مواصفات الاعلان من حيث السن و عدد سنين الخبره ,رب عمل,دبلوم,١-٣ سنوات,دوام كامل,
1008,وظائف,بنها، القليوبية,180952623,"تم إضافة الإعلان في 04:38 ص, 14 أغسطس 2021, ",احمد,https://www.olx.com.eg/ads/user/7M8Oa/,طالب بكلية تجارة انجليزي رخصة سواقة خاصة ,,طالب,حديث التخرج,عمل حُر,
1009,حارس شخصي,القنطرة غرب، الإسماعيلية,180950839,"تم إضافة الإعلان في 02:40 ص, 14 أغسطس 2021, ",احمد,https://www.olx.com.eg/ads/user/7MW1D/,انا حارس شخصي   ومحتاج اشتغل مع اي جها  الياقه البدنيه عندي تمام وكنت صاعقه في الجيش  الي محتاج اي حارس شخصي يكلمني ,باحث عن عمل,بكالوريوس,١-٣ سنوات,دوام كامل,
1010,مطلوب افراد امن,برج العرب، الإسكندرية,180949359,"تم إضافة الإعلان في 01:34 ص, 14 أغسطس 2021, ",شركه اسكندريه الدوليه للامن والحراسه,https://www.olx.com.eg/ads/user/7hUW6/,مطلوب افراد امن للعمل بالساحل الشمالى فى الكيلو ٤٠ باحدى القرى السياحيه مع توفر الاقامه ١٢ ساعه عمل يوميا العنوان ٩٢ شارع جمال عبد الناصر سيدى بشر بجوار البان حجازى السن حتى ٥٥ عام ,رب عمل,بدون شهادة,١-٣ سنوات,دوام كامل,
1011,ابحث عن وظيفه شيفت ليلى,المنصورة، الدقهلية,180946531,"تم إضافة الإعلان في 11:40 م, 13 أغسطس 2021, ",Shady,https://www.olx.com.eg/ads/user/6ZqbM/,ابحث عن وظيفه شيفت ليلى بالمنصوره بسبب ظروف المعيشه الحاليه فى مجالات الأمن والإشراف والاداره والسوبر ماركت لوجود خبرات كبيره فى هذه المجالات والله الموفق . ,باحث عن عمل,بكالوريوس,أكثر من ١٠ سنوات,دوام جزئي,
1012,هايبر ماركت مطلوب موظفين امن,زهراء المعادى، القاهرة,180945668,"تم إضافة الإعلان في 11:07 م, 13 أغسطس 2021, ",هايبر أولا عبد الحليم,https://www.olx.com.eg/ads/user/7t8uX/,مطلوب حراس امن في هايبر ماركت زهراء المعادي شارع الخمسين ,رب عمل,دبلوم,حديث التخرج,عمل حُر,"3,000"
1013,اريد عمل,بلطيم، كفر الشيخ,180938717,"تم إضافة الإعلان في 10:55 م, 13 أغسطس 2021, ",احمد عزيز بدير شحاته بلطيم,https://www.olx.com.eg/ads/user/7UT82/,ذكر١٧٥طول ٢٨سنه متزوج ,باحث عن عمل,دبلوم,٣-٥ سنوات,دوام جزئي,"2,500"
1014,باحث وظيفه,المرج، القاهرة,180934180,"تم إضافة الإعلان في 09:19 م, 13 أغسطس 2021, ",باحثه عن عمل,https://www.olx.com.eg/ads/user/88pKf/,معايا خبره في الامن واشتغلت ف اماكن كتير وابحث عن عمل 8 ساعات ,باحث عن عمل,دبلوم,١-٣ سنوات,دوام كامل,"2,500"
1015,مطلوب وفي اسرع وقت ممكن عمل,عين شمس، القاهرة,180941941,"تم إضافة الإعلان في 08:56 م, 13 أغسطس 2021, ",Karim Hessin,https://www.olx.com.eg/ads/user/7cl84/,٢٢ سنه /من عين شمس/حسن المظهر/جاد فالشغل/مسمترر مع الشغل ,باحث عن عمل,دبلوم,حديث التخرج,دوام كامل,
1016,ابحث عن عمل,الوراق، الجيزة,180941227,"تم إضافة الإعلان في 08:29 م, 13 أغسطس 2021, ",ragab,https://www.olx.com.eg/ads/user/7Wqwg/,باحث عن عمل يكون كويس انا اشتغلت في سوبر ماركت كبير وحلو الشام السن 24من بشتيل عايز شغل يكون امن او عامل انتاج او اي حاجه زي كده بس يكون شغل بجد ,باحث عن عمل,دبلوم,حديث التخرج,دوام كامل,
1017,ابحث عن عمل مدير اداره وتشغيل,المنصورة، الدقهلية,180937047,"تم إضافة الإعلان في 06:16 م, 13 أغسطس 2021, ",محمد رشدي,https://www.olx.com.eg/ads/user/7CqMY/,السلام عليك ورحمة الله وبركاته ابحث عن عمل مدير اداره وتشغيل خبره اداره المصانع الكبري للتواصل 010 - أظهر الرقم - ,باحث عن عمل,بكالوريوس,أكثر من ١٠ سنوات,دوام كامل,"8,000"
1018,أفراد امن,"6 أكتوبر, الجيزة",180930904,"تم إضافة الإعلان في 03:28 م, 13 أغسطس 2021, ",شريف,https://www.olx.com.eg/ads/user/7XbHh/,فرد امن العمل 12ساعه/2شفت السن من 45:19 يشترط حسن المظهر ,رب عمل,بدون شهادة,حديث التخرج,دوام كامل,"2,500"
1019,باحث عن عمل,إمبابة، الجيزة,180930277,"تم إضافة الإعلان في 03:11 م, 13 أغسطس 2021, ",سيد,https://www.olx.com.eg/ads/user/82DZz/,حارس عماره ,باحث عن عمل,إبتدائية / ثانوية,أكثر من ١٠ سنوات,دوام كامل,
1020,ابحث عن عماره,"جزيرة الدهب وكولدير, الجيزة",180928768,"تم إضافة الإعلان في 02:34 م, 13 أغسطس 2021, ",سيد,https://www.olx.com.eg/ads/user/82DZz/,وظائف حارس عماره ,باحث عن عمل,إبتدائية / ثانوية,أكثر من ١٠ سنوات,دوام كامل,
1021,ابحث عن شغل,القاهرة الجديدة - التجمع، القاهرة,180927474,"تم إضافة الإعلان في 02:08 م, 13 أغسطس 2021, ",ادهم,https://www.olx.com.eg/ads/user/88uhL/,ابحث عن شغل حارس عماره او فيلا اجيد اعمال الزراعه وسبكات الري اعزب ٣١سنه ,باحث عن عمل,إبتدائية / ثانوية,٥-١٠ سنوات,دوام كامل,"2,500"
1022,حارس عقار,حى الجيزة، الجيزة,180927458,"تم إضافة الإعلان في 02:04 م, 13 أغسطس 2021, ",الحاج سيد البهنساوي,https://www.olx.com.eg/ads/user/7TMBg/,مطلوب حارس عقار ببرج سكني اداري بأمبابة البرج مكون من ١٠ طوابق كل طابق ٦ شقق و به ٢ اسانسير الراتب الاساسي ١٥٠٠ج + اكراميات السكان ,رب عمل,دبلوم,١-٣ سنوات,دوام كامل,"1,500"
1023,مطلوب افراد للعمل في ابو رواش بمرتب 3200,الهرم، الجيزة,180926214,"تم إضافة الإعلان في 01:37 م, 13 أغسطس 2021, ",كريم,https://www.olx.com.eg/ads/user/7RGZ2/,مطلوب افراد امن وحرسة للعمل في ابورواش بمرتب 3200 المؤهل الا يقل عن دبلوم العمل 12ساعة الاورق المطلوبة شهادة ميلاد والمؤهل والجيش العنوان 8عمارت العبور صلاح سالم امام الجهاز المركزي للمحاسبات الدور 6 شركة ماجنوم لا يوجد اي رسوم ,رب عمل,دبلوم,حديث التخرج,دوام كامل,"3,200"
